/usr/bin/java -Xmx64G -XX:MaxDirectMemorySize=64G -classpath /root/YCSB/conf:/root/YCSB/core/target/core-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/rocksdb-binding-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/dependency/HdrHistogram-2.1.4.jar:/root/YCSB/rocksdb/target/dependency/animal-sniffer-annotations-1.19.jar:/root/YCSB/rocksdb/target/dependency/annotations-4.1.1.4.jar:/root/YCSB/rocksdb/target/dependency/checker-compat-qual-2.5.5.jar:/root/YCSB/rocksdb/target/dependency/error_prone_annotations-2.4.0.jar:/root/YCSB/rocksdb/target/dependency/failureaccess-1.0.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-api-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-context-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-core-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-netty-shaded-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-lite-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-stub-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/gson-2.8.6.jar:/root/YCSB/rocksdb/target/dependency/guava-30.0-android.jar:/root/YCSB/rocksdb/target/dependency/htrace-core4-4.1.0-incubating.jar:/root/YCSB/rocksdb/target/dependency/j2objc-annotations-1.3.jar:/root/YCSB/rocksdb/target/dependency/jcip-annotations-1.0.jar:/root/YCSB/rocksdb/target/dependency/jsr305-3.0.2.jar:/root/YCSB/rocksdb/target/dependency/listenablefuture-9999.0-empty-to-avoid-conflict-with-guava.jar:/root/YCSB/rocksdb/target/dependency/perfmark-api-0.23.0.jar:/root/YCSB/rocksdb/target/dependency/proto-google-common-protos-2.0.1.jar:/root/YCSB/rocksdb/target/dependency/protobuf-java-3.12.0.jar:/root/YCSB/rocksdb/target/dependency/rocksdbjni-6.14.0.jar:/root/YCSB/rocksdb/target/dependency/slf4j-api-1.7.25.jar:/root/YCSB/rocksdb/target/dependency/slf4j-simple-1.7.25.jar site.ycsb.Client -load -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloada -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=2 -p status.interval=1000 -p target=120000 -threads 4
Command line: -load -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloada -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=2 -p status.interval=1000 -p target=120000 -threads 4
threadcount: 4
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
[Thread-5] INFO site.ycsb.db.rocksdb.RocksDBClient - RocksDB data dir: null
2025-05-01 05:10:18:408 0 sec: 0 operations; est completion in 0 second 
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2025-05-01 05:10:19:385 1 sec: 48000 operations; 48000 current ops/sec; est completion in 8 minutes [INSERT: Count=48000, Max=459519, Min=251520, Avg=360328, 90=456959, 99=459519, 99.9=459519, 99.99=459519] 
/usr/bin/java -Xmx64G -XX:MaxDirectMemorySize=64G -classpath /root/YCSB/conf:/root/YCSB/core/target/core-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/rocksdb-binding-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/dependency/HdrHistogram-2.1.4.jar:/root/YCSB/rocksdb/target/dependency/animal-sniffer-annotations-1.19.jar:/root/YCSB/rocksdb/target/dependency/annotations-4.1.1.4.jar:/root/YCSB/rocksdb/target/dependency/checker-compat-qual-2.5.5.jar:/root/YCSB/rocksdb/target/dependency/error_prone_annotations-2.4.0.jar:/root/YCSB/rocksdb/target/dependency/failureaccess-1.0.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-api-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-context-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-core-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-netty-shaded-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-lite-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-stub-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/gson-2.8.6.jar:/root/YCSB/rocksdb/target/dependency/guava-30.0-android.jar:/root/YCSB/rocksdb/target/dependency/htrace-core4-4.1.0-incubating.jar:/root/YCSB/rocksdb/target/dependency/j2objc-annotations-1.3.jar:/root/YCSB/rocksdb/target/dependency/jcip-annotations-1.0.jar:/root/YCSB/rocksdb/target/dependency/jsr305-3.0.2.jar:/root/YCSB/rocksdb/target/dependency/listenablefuture-9999.0-empty-to-avoid-conflict-with-guava.jar:/root/YCSB/rocksdb/target/dependency/perfmark-api-0.23.0.jar:/root/YCSB/rocksdb/target/dependency/proto-google-common-protos-2.0.1.jar:/root/YCSB/rocksdb/target/dependency/protobuf-java-3.12.0.jar:/root/YCSB/rocksdb/target/dependency/rocksdbjni-6.14.0.jar:/root/YCSB/rocksdb/target/dependency/slf4j-api-1.7.25.jar:/root/YCSB/rocksdb/target/dependency/slf4j-simple-1.7.25.jar site.ycsb.Client -t -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloada -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=2 -p status.interval=1000 -p target=80000 -threads 4
Command line: -t -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloada -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=2 -p status.interval=1000 -p target=80000 -threads 4
threadcount: 4
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
[Thread-5] INFO site.ycsb.db.rocksdb.RocksDBClient - RocksDB data dir: null
2025-05-01 05:16:19:323 0 sec: 0 operations; est completion in 0 second 
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2025-05-01 05:16:20:301 1 sec: 24000 operations; 24000 current ops/sec; est completion in 17 minutes [READ: Count=16000, Max=269823, Min=179840, Avg=221576, 90=269823, 99=269823, 99.9=269823, 99.99=269823] [UPDATE: Count=8000, Max=437503, Min=402432, Avg=414368, 90=437503, 99=437503, 99.9=437503, 99.99=437503] 
2025-05-01 05:16:21:301 2 sec: 95000 operations; 71000 current ops/sec; est completion in 8 minutes [READ: Count=40000, Max=209407, Min=185216, Avg=196796.8, 90=205183, 99=209407, 99.9=209407, 99.99=209407] [UPDATE: Count=31000, Max=670719, Min=470272, Avg=564058.84, 90=643583, 99=670719, 99.9=670719, 99.99=670719] 
2025-05-01 05:16:22:301 3 sec: 162000 operations; 67000 current ops/sec; est completion in 7 minutes [READ: Count=40000, Max=214399, Min=187008, Avg=198822.4, 90=207999, 99=214399, 99.9=214399, 99.99=214399] [UPDATE: Count=27000, Max=894975, Min=666624, Avg=775196.44, 90=851967, 99=894975, 99.9=894975, 99.99=894975] 
2025-05-01 05:16:23:301 4 sec: 230000 operations; 68000 current ops/sec; est completion in 7 minutes [READ: Count=39000, Max=353535, Min=193024, Avg=229600.82, 90=274431, 99=353535, 99.9=353535, 99.99=353535] [UPDATE: Count=29000, Max=1265663, Min=884224, Avg=1063653.52, 90=1227775, 99=1265663, 99.9=1265663, 99.99=1265663] 
2025-05-01 05:16:24:301 5 sec: 297000 operations; 67000 current ops/sec; est completion in 6 minutes [READ: Count=40000, Max=338175, Min=197120, Avg=247984, 90=323839, 99=338175, 99.9=338175, 99.99=338175] [UPDATE: Count=27000, Max=1516543, Min=1163264, Avg=1352267.85, 90=1445887, 99=1516543, 99.9=1516543, 99.99=1516543] 
2025-05-01 05:16:25:301 6 sec: 368000 operations; 71000 current ops/sec; est completion in 6 minutes [READ: Count=40000, Max=310783, Min=183168, Avg=240067.2, 90=299519, 99=310783, 99.9=310783, 99.99=310783] [UPDATE: Count=31000, Max=1789951, Min=1436672, Avg=1614732.39, 90=1740799, 99=1789951, 99.9=1789951, 99.99=1789951] 
2025-05-01 05:16:26:301 7 sec: 430000 operations; 62000 current ops/sec; est completion in 6 minutes [READ: Count=38000, Max=370431, Min=199552, Avg=252784.84, 90=306943, 99=370431, 99.9=370431, 99.99=370431] [UPDATE: Count=24000, Max=2134015, Min=1694720, Avg=1936000, 90=2107391, 99=2134015, 99.9=2134015, 99.99=2134015] 
2025-05-01 05:16:27:301 8 sec: 504000 operations; 74000 current ops/sec; est completion in 6 minutes [READ: Count=42000, Max=356863, Min=192768, Avg=250249.14, 90=304383, 99=356863, 99.9=356863, 99.99=356863] [UPDATE: Count=32000, Max=2459647, Min=2022400, Avg=2243344, 90=2390015, 99=2459647, 99.9=2459647, 99.99=2459647] 
2025-05-01 05:16:28:301 9 sec: 572000 operations; 68000 current ops/sec; est completion in 6 minutes [READ: Count=41000, Max=297727, Min=182656, Avg=230075.32, 90=277503, 99=297727, 99.9=297727, 99.99=297727] [UPDATE: Count=27000, Max=2717695, Min=2304000, Avg=2516726.52, 90=2672639, 99=2717695, 99.9=2717695, 99.99=2717695] 
2025-05-01 05:16:29:301 10 sec: 635000 operations; 63000 current ops/sec; est completion in 6 minutes [READ: Count=35000, Max=374527, Min=181248, Avg=264210.29, 90=367615, 99=374527, 99.9=374527, 99.99=374527] [UPDATE: Count=28000, Max=3082239, Min=2543616, Avg=2818633.14, 90=3008511, 99=3082239, 99.9=3082239, 99.99=3082239] 
2025-05-01 05:16:30:301 11 sec: 705000 operations; 70000 current ops/sec; est completion in 6 minutes [READ: Count=40000, Max=370175, Min=184832, Avg=273753.6, 90=356095, 99=370175, 99.9=370175, 99.99=370175] [UPDATE: Count=30000, Max=3332095, Min=2836480, Avg=3114734.93, 90=3266559, 99=3332095, 99.9=3332095, 99.99=3332095] 
2025-05-01 05:16:31:301 12 sec: 775000 operations; 70000 current ops/sec; est completion in 6 minutes [READ: Count=42000, Max=365311, Min=179968, Avg=259160.38, 90=337919, 99=365311, 99.9=365311, 99.99=365311] [UPDATE: Count=28000, Max=3688447, Min=3121152, Avg=3395364.57, 90=3608575, 99=3688447, 99.9=3688447, 99.99=3688447] 
2025-05-01 05:16:32:301 13 sec: 837000 operations; 62000 current ops/sec; est completion in 6 minutes [READ: Count=38000, Max=453119, Min=182784, Avg=292601.26, 90=411135, 99=453119, 99.9=453119, 99.99=453119] [UPDATE: Count=24000, Max=3981311, Min=3411968, Avg=3705002.67, 90=3893247, 99=3981311, 99.9=3981311, 99.99=3981311] 
2025-05-01 05:16:33:301 14 sec: 911000 operations; 74000 current ops/sec; est completion in 6 minutes [READ: Count=42000, Max=441599, Min=189952, Avg=280185.9, 90=423167, 99=441599, 99.9=441599, 99.99=441599] [UPDATE: Count=32000, Max=4317183, Min=3672064, Avg=4009504, 90=4186111, 99=4317183, 99.9=4317183, 99.99=4317183] 
2025-05-01 05:16:34:301 15 sec: 976000 operations; 65000 current ops/sec; est completion in 6 minutes [READ: Count=41000, Max=419327, Min=182400, Avg=259677.66, 90=389375, 99=419327, 99.9=419327, 99.99=419327] [UPDATE: Count=24000, Max=4554751, Min=3987456, Avg=4301994.67, 90=4472831, 99=4554751, 99.9=4554751, 99.99=4554751] 
2025-05-01 05:16:35:301 16 sec: 1042000 operations; 66000 current ops/sec; est completion in 6 minutes [READ: Count=37000, Max=438271, Min=177920, Avg=281049.95, 90=398079, 99=438271, 99.9=438271, 99.99=438271] [UPDATE: Count=29000, Max=4898815, Min=4239360, Avg=4640414.9, 90=4874239, 99=4898815, 99.9=4898815, 99.99=4898815] 
2025-05-01 05:16:36:301 17 sec: 1111000 operations; 69000 current ops/sec; est completion in 6 minutes [READ: Count=41000, Max=393727, Min=185216, Avg=269246.44, 90=366335, 99=393727, 99.9=393727, 99.99=393727] [UPDATE: Count=28000, Max=5210111, Min=4677632, Avg=4965961.14, 90=5173247, 99=5210111, 99.9=5210111, 99.99=5210111] 
2025-05-01 05:16:37:301 18 sec: 1181000 operations; 70000 current ops/sec; est completion in 6 minutes [READ: Count=42000, Max=377343, Min=190336, Avg=253758.48, 90=363007, 99=377343, 99.9=377343, 99.99=377343] [UPDATE: Count=28000, Max=5529599, Min=4898816, Avg=5262043.43, 90=5476351, 99=5529599, 99.9=5529599, 99.99=5529599] 
2025-05-01 05:16:38:301 19 sec: 1245000 operations; 64000 current ops/sec; est completion in 5 minutes [READ: Count=38000, Max=467199, Min=196224, Avg=280459.79, 90=444671, 99=467199, 99.9=467199, 99.99=467199] [UPDATE: Count=26000, Max=5931007, Min=5263360, Avg=5613883.08, 90=5865471, 99=5931007, 99.9=5931007, 99.99=5931007] 
2025-05-01 05:16:39:301 20 sec: 1319000 operations; 74000 current ops/sec; est completion in 5 minutes [READ: Count=43000, Max=426751, Min=179456, Avg=257178.79, 90=359679, 99=426751, 99.9=426751, 99.99=426751] [UPDATE: Count=31000, Max=6139903, Min=5566464, Avg=5882054.19, 90=6070271, 99=6139903, 99.9=6139903, 99.99=6139903] 
2025-05-01 05:16:40:301 21 sec: 1385000 operations; 66000 current ops/sec; est completion in 5 minutes [READ: Count=39000, Max=331263, Min=179968, Avg=229010.05, 90=315391, 99=331263, 99.9=331263, 99.99=331263] [UPDATE: Count=27000, Max=6414335, Min=5820416, Avg=6129815.7, 90=6311935, 99=6414335, 99.9=6414335, 99.99=6414335] 
2025-05-01 05:16:41:301 22 sec: 1444000 operations; 59000 current ops/sec; est completion in 5 minutes [READ: Count=35000, Max=432127, Min=215936, Avg=353040.46, 90=418815, 99=432127, 99.9=432127, 99.99=432127] [UPDATE: Count=24000, Max=6930431, Min=6049792, Avg=6563157.33, 90=6823935, 99=6930431, 99.9=6930431, 99.99=6930431] 
2025-05-01 05:16:42:301 23 sec: 1514000 operations; 70000 current ops/sec; est completion in 5 minutes [READ: Count=42000, Max=413951, Min=189568, Avg=335730.29, 90=395519, 99=413951, 99.9=413951, 99.99=413951] [UPDATE: Count=28000, Max=7176191, Min=6508544, Avg=6853632, 90=7094271, 99=7176191, 99.9=7176191, 99.99=7176191] 
2025-05-01 05:16:43:301 24 sec: 1584000 operations; 70000 current ops/sec; est completion in 5 minutes [READ: Count=41000, Max=369919, Min=184832, Avg=299354.54, 90=354815, 99=369919, 99.9=369919, 99.99=369919] [UPDATE: Count=29000, Max=7483391, Min=6811648, Avg=7161997.24, 90=7417855, 99=7483391, 99.9=7483391, 99.99=7483391] 
2025-05-01 05:16:44:301 25 sec: 1648000 operations; 64000 current ops/sec; est completion in 5 minutes [READ: Count=38000, Max=499455, Min=181888, Avg=331040, 90=471807, 99=499455, 99.9=499455, 99.99=499455] [UPDATE: Count=26000, Max=7819263, Min=7065600, Avg=7487015.38, 90=7741439, 99=7819263, 99.9=7819263, 99.99=7819263] 
2025-05-01 05:16:45:301 26 sec: 1719000 operations; 71000 current ops/sec; est completion in 5 minutes [READ: Count=41000, Max=457983, Min=179456, Avg=300907.71, 90=432127, 99=457983, 99.9=457983, 99.99=457983] [UPDATE: Count=30000, Max=8138751, Min=7434240, Avg=7775436.8, 90=8024063, 99=8138751, 99.9=8138751, 99.99=8138751] 
2025-05-01 05:16:46:301 27 sec: 1790000 operations; 71000 current ops/sec; est completion in 5 minutes [READ: Count=44000, Max=425983, Min=185600, Avg=265498.18, 90=363519, 99=425983, 99.9=425983, 99.99=425983] [UPDATE: Count=27000, Max=8339455, Min=7655424, Avg=8022319.41, 90=8265727, 99=8339455, 99.9=8339455, 99.99=8339455] 
2025-05-01 05:16:47:301 28 sec: 1855000 operations; 65000 current ops/sec; est completion in 5 minutes [READ: Count=38000, Max=395775, Min=177664, Avg=275363.37, 90=368383, 99=395775, 99.9=395775, 99.99=395775] [UPDATE: Count=27000, Max=8683519, Min=7991296, Avg=8389594.07, 90=8617983, 99=8683519, 99.9=8683519, 99.99=8683519] 
2025-05-01 05:16:48:301 29 sec: 1926000 operations; 71000 current ops/sec; est completion in 5 minutes [READ: Count=43000, Max=343551, Min=175744, Avg=243262.51, 90=289791, 99=343551, 99.9=343551, 99.99=343551] [UPDATE: Count=28000, Max=8912895, Min=8187904, Avg=8645632, 90=8896511, 99=8912895, 99.9=8912895, 99.99=8912895] 
2025-05-01 05:16:49:301 30 sec: 1992000 operations; 66000 current ops/sec; est completion in 5 minutes [READ: Count=38000, Max=236543, Min=156032, Avg=193667.37, 90=208895, 99=236543, 99.9=236543, 99.99=236543] [UPDATE: Count=28000, Max=9084927, Min=8863744, Avg=8981065.14, 90=9076735, 99=9084927, 99.9=9084927, 99.99=9084927] 
2025-05-01 05:16:50:301 31 sec: 2060000 operations; 68000 current ops/sec; est completion in 5 minutes [READ: Count=41000, Max=345087, Min=183808, Avg=243975.8, 90=304895, 99=345087, 99.9=345087, 99.99=345087] [UPDATE: Count=27000, Max=9437183, Min=9109504, Avg=9281991.11, 90=9371647, 99=9437183, 99.9=9437183, 99.99=9437183] 
2025-05-01 05:16:51:301 32 sec: 2132000 operations; 72000 current ops/sec; est completion in 5 minutes [READ: Count=40000, Max=330495, Min=185600, Avg=223630.4, 90=300031, 99=330495, 99.9=330495, 99.99=330495] [UPDATE: Count=32000, Max=9715711, Min=9347072, Avg=9534976, 90=9650175, 99=9715711, 99.9=9715711, 99.99=9715711] 
2025-05-01 05:16:52:301 33 sec: 2197000 operations; 65000 current ops/sec; est completion in 5 minutes [READ: Count=38000, Max=333567, Min=178560, Avg=211501.47, 90=280063, 99=333567, 99.9=333567, 99.99=333567] [UPDATE: Count=27000, Max=9912319, Min=9609216, Avg=9766229.33, 90=9846783, 99=9912319, 99.9=9912319, 99.99=9912319] 
2025-05-01 05:16:53:301 34 sec: 2267000 operations; 70000 current ops/sec; est completion in 5 minutes [READ: Count=41000, Max=333823, Min=188032, Avg=269528.98, 90=324095, 99=333823, 99.9=333823, 99.99=333823] [UPDATE: Count=29000, Max=10338303, Min=9871360, Avg=10098052.41, 90=10256383, 99=10338303, 99.9=10338303, 99.99=10338303] 
2025-05-01 05:16:54:301 35 sec: 2338000 operations; 71000 current ops/sec; est completion in 5 minutes [READ: Count=41000, Max=305151, Min=185216, Avg=239158.63, 90=292351, 99=305151, 99.9=305151, 99.99=305151] [UPDATE: Count=30000, Max=10567679, Min=10166272, Avg=10363972.27, 90=10485759, 99=10567679, 99.9=10567679, 99.99=10567679] 
2025-05-01 05:16:55:301 36 sec: 2400000 operations; 62000 current ops/sec; est completion in 5 minutes [READ: Count=37000, Max=320255, Min=189312, Avg=229320.65, 90=282111, 99=320255, 99.9=320255, 99.99=320255] [UPDATE: Count=25000, Max=10846207, Min=10452992, Avg=10630103.04, 90=10780671, 99=10846207, 99.9=10846207, 99.99=10846207] 
2025-05-01 05:16:56:301 37 sec: 2472000 operations; 72000 current ops/sec; est completion in 5 minutes [READ: Count=42000, Max=340479, Min=194432, Avg=266560, 90=325119, 99=340479, 99.9=340479, 99.99=340479] [UPDATE: Count=30000, Max=11157503, Min=10756096, Avg=10967449.6, 90=11108351, 99=11157503, 99.9=11157503, 99.99=11157503] 
2025-05-01 05:16:57:301 38 sec: 2540000 operations; 68000 current ops/sec; est completion in 5 minutes [READ: Count=40000, Max=334847, Min=191488, Avg=237476.8, 90=285695, 99=334847, 99.9=334847, 99.99=334847] [UPDATE: Count=28000, Max=11436031, Min=11051008, Avg=11235620.57, 90=11362303, 99=11436031, 99.9=11436031, 99.99=11436031] 
2025-05-01 05:16:58:301 39 sec: 2609000 operations; 69000 current ops/sec; est completion in 5 minutes [READ: Count=40000, Max=332287, Min=183808, Avg=225334.4, 90=261247, 99=332287, 99.9=332287, 99.99=332287] [UPDATE: Count=29000, Max=11796479, Min=11321344, Avg=11509336.28, 90=11673599, 99=11796479, 99.9=11796479, 99.99=11796479] 
2025-05-01 05:16:59:301 40 sec: 2684000 operations; 75000 current ops/sec; est completion in 5 minutes [READ: Count=41000, Max=297727, Min=162176, Avg=206062.83, 90=239487, 99=297727, 99.9=297727, 99.99=297727] [UPDATE: Count=34000, Max=11984895, Min=11542528, Avg=11777927.53, 90=11911167, 99=11984895, 99.9=11984895, 99.99=11984895] 
2025-05-01 05:17:00:301 41 sec: 2754000 operations; 70000 current ops/sec; est completion in 5 minutes [READ: Count=39000, Max=206719, Min=166016, Avg=180727.79, 90=191487, 99=206719, 99.9=206719, 99.99=206719] [UPDATE: Count=31000, Max=12189695, Min=11706368, Avg=11959130.84, 90=12115967, 99=12189695, 99.9=12189695, 99.99=12189695] 
2025-05-01 05:17:01:301 42 sec: 2807000 operations; 53000 current ops/sec; est completion in 5 minutes [READ: Count=32000, Max=743935, Min=178048, Avg=296578, 90=547839, 99=743935, 99.9=743935, 99.99=743935] [UPDATE: Count=21000, Max=12730367, Min=12017664, Avg=12316672, 90=12484607, 99=12730367, 99.9=12730367, 99.99=12730367] 
2025-05-01 05:17:02:301 43 sec: 2873000 operations; 66000 current ops/sec; est completion in 5 minutes [READ: Count=40000, Max=731647, Min=224896, Avg=435993.6, 90=696831, 99=731647, 99.9=731647, 99.99=731647] [UPDATE: Count=26000, Max=13099007, Min=12419072, Avg=12765026.46, 90=13058047, 99=13099007, 99.9=13099007, 99.99=13099007] 
2025-05-01 05:17:03:301 44 sec: 2933000 operations; 60000 current ops/sec; est completion in 5 minutes [READ: Count=35000, Max=794623, Min=284160, Avg=508507.43, 90=759807, 99=794623, 99.9=794623, 99.99=794623] [UPDATE: Count=25000, Max=13500415, Min=12779520, Avg=13117849.6, 90=13385727, 99=13500415, 99.9=13500415, 99.99=13500415] 
2025-05-01 05:17:04:301 45 sec: 2991000 operations; 58000 current ops/sec; est completion in 5 minutes [READ: Count=35000, Max=822783, Min=275456, Avg=592939.89, 90=813567, 99=822783, 99.9=822783, 99.99=822783] [UPDATE: Count=23000, Max=13828095, Min=13172736, Avg=13463195.83, 90=13762559, 99=13828095, 99.9=13828095, 99.99=13828095] 
2025-05-01 05:17:05:301 46 sec: 3051000 operations; 60000 current ops/sec; est completion in 5 minutes [READ: Count=36000, Max=978943, Min=483328, Avg=768448, 90=921087, 99=978943, 99.9=978943, 99.99=978943] [UPDATE: Count=24000, Max=14303231, Min=13500416, Avg=13900458.67, 90=14163967, 99=14303231, 99.9=14303231, 99.99=14303231] 
2025-05-01 05:17:06:301 47 sec: 3107000 operations; 56000 current ops/sec; est completion in 5 minutes [READ: Count=32000, Max=1157119, Min=560128, Avg=905600, 90=1104895, 99=1157119, 99.9=1157119, 99.99=1157119] [UPDATE: Count=24000, Max=14688255, Min=13828096, Avg=14274560, 90=14589951, 99=14688255, 99.9=14688255, 99.99=14688255] 
2025-05-01 05:17:07:301 48 sec: 3169000 operations; 62000 current ops/sec; est completion in 5 minutes [READ: Count=35000, Max=1315839, Min=767488, Avg=1067110.4, 90=1220607, 99=1315839, 99.9=1315839, 99.99=1315839] [UPDATE: Count=27000, Max=15106047, Min=14196736, Avg=14642289.78, 90=14966783, 99=15106047, 99.9=15106047, 99.99=15106047] 
2025-05-01 05:17:08:301 49 sec: 3226000 operations; 57000 current ops/sec; est completion in 5 minutes [READ: Count=35000, Max=1549311, Min=926208, Avg=1207669.03, 90=1429503, 99=1549311, 99.9=1549311, 99.99=1549311] [UPDATE: Count=22000, Max=15450111, Min=14622720, Avg=15037160.73, 90=15359999, 99=15450111, 99.9=15450111, 99.99=15450111] 
2025-05-01 05:17:09:301 50 sec: 3288000 operations; 62000 current ops/sec; est completion in 5 minutes [READ: Count=36000, Max=1561599, Min=986624, Avg=1291463.11, 90=1551359, 99=1561599, 99.9=1561599, 99.99=1561599] [UPDATE: Count=26000, Max=15802367, Min=15032320, Avg=15434988.31, 90=15679487, 99=15802367, 99.9=15802367, 99.99=15802367] 
2025-05-01 05:17:10:301 51 sec: 3349000 operations; 61000 current ops/sec; est completion in 5 minutes [READ: Count=36000, Max=1778687, Min=1153024, Avg=1421226.67, 90=1618943, 99=1778687, 99.9=1778687, 99.99=1778687] [UPDATE: Count=25000, Max=16138239, Min=15351808, Avg=15790080, 90=16031743, 99=16138239, 99.9=16138239, 99.99=16138239] 
2025-05-01 05:17:11:301 52 sec: 3403000 operations; 54000 current ops/sec; est completion in 5 minutes [READ: Count=31000, Max=1873919, Min=1342464, Avg=1517650.58, 90=1737727, 99=1873919, 99.9=1873919, 99.99=1873919] [UPDATE: Count=23000, Max=16465919, Min=15630336, Avg=16121677.91, 90=16359423, 99=16465919, 99.9=16465919, 99.99=16465919] 
2025-05-01 05:17:12:301 53 sec: 3461000 operations; 58000 current ops/sec; est completion in 5 minutes [READ: Count=34000, Max=2025471, Min=1504256, Avg=1766068.71, 90=1887231, 99=2025471, 99.9=2025471, 99.99=2025471] [UPDATE: Count=24000, Max=16924671, Min=16105472, Avg=16565760, 90=16826367, 99=16924671, 99.9=16924671, 99.99=16924671] 
2025-05-01 05:17:13:301 54 sec: 3523000 operations; 62000 current ops/sec; est completion in 5 minutes [READ: Count=34000, Max=2109439, Min=1642496, Avg=1907275.29, 90=2063359, 99=2109439, 99.9=2109439, 99.99=2109439] [UPDATE: Count=28000, Max=17301503, Min=16506880, Avg=16950564.57, 90=17203199, 99=17301503, 99.9=17301503, 99.99=17301503] 
2025-05-01 05:17:14:301 55 sec: 3587000 operations; 64000 current ops/sec; est completion in 5 minutes [READ: Count=36000, Max=2201599, Min=1685504, Avg=2027960.89, 90=2119679, 99=2201599, 99.9=2201599, 99.99=2201599] [UPDATE: Count=28000, Max=17776639, Min=16826368, Avg=17312621.71, 90=17612799, 99=17776639, 99.9=17776639, 99.99=17776639] 
2025-05-01 05:17:15:301 56 sec: 3640000 operations; 53000 current ops/sec; est completion in 5 minutes [READ: Count=32000, Max=2549759, Min=1757184, Avg=2194352, 90=2353151, 99=2549759, 99.9=2549759, 99.99=2549759] [UPDATE: Count=21000, Max=18202623, Min=17285120, Avg=17728658.29, 90=17924095, 99=18202623, 99.9=18202623, 99.99=18202623] 
2025-05-01 05:17:16:301 57 sec: 3698000 operations; 58000 current ops/sec; est completion in 5 minutes [READ: Count=34000, Max=2713599, Min=2032640, Avg=2359130.35, 90=2578431, 99=2713599, 99.9=2713599, 99.99=2713599] [UPDATE: Count=24000, Max=18563071, Min=17612800, Avg=18108416, 90=18350079, 99=18563071, 99.9=18563071, 99.99=18563071] 
2025-05-01 05:17:17:301 58 sec: 3751000 operations; 53000 current ops/sec; est completion in 5 minutes [READ: Count=32000, Max=2871295, Min=2134016, Avg=2554880, 90=2822143, 99=2871295, 99.9=2871295, 99.99=2871295] [UPDATE: Count=21000, Max=18907135, Min=18120704, Avg=18487783.62, 90=18694143, 99=18907135, 99.9=18907135, 99.99=18907135] 
2025-05-01 05:17:18:301 59 sec: 3806000 operations; 55000 current ops/sec; est completion in 5 minutes [READ: Count=30000, Max=3078143, Min=2230272, Avg=2739063.47, 90=2983935, 99=3078143, 99.9=3078143, 99.99=3078143] [UPDATE: Count=25000, Max=19496959, Min=18333696, Avg=18845859.84, 90=19087359, 99=19496959, 99.9=19496959, 99.99=19496959] 
2025-05-01 05:17:19:301 60 sec: 3870000 operations; 64000 current ops/sec; est completion in 5 minutes [READ: Count=39000, Max=3141631, Min=2420736, Avg=2864233.03, 90=3100671, 99=3141631, 99.9=3141631, 99.99=3141631] [UPDATE: Count=25000, Max=19644415, Min=19087360, Avg=19376046.08, 90=19628031, 99=19644415, 99.9=19644415, 99.99=19644415] 
2025-05-01 05:17:20:301 61 sec: 3940000 operations; 70000 current ops/sec; est completion in 5 minutes [READ: Count=41000, Max=3153919, Min=2363392, Avg=2872919.41, 90=3098623, 99=3153919, 99.9=3153919, 99.99=3153919] [UPDATE: Count=29000, Max=19906559, Min=19431424, Avg=19667297.1, 90=19857407, 99=19906559, 99.9=19906559, 99.99=19906559] 
